3,4,56.7
3,4,66.7
3,4,66.7
3,4,56.7
6,4,66.7
6,4,66.7
3,4,66.7
6,4,66.7
6,4,60.8
6,4,27.9
6,4,27.5
6,4,60.0
4,4,27.5
5,4,25.8
3,4,66.7
4,4,31.7
5,4,31.3
4,4,70.8
5,4,78.3
4,4,65.0
5,4,56.7
4,4,66.7
5,4,60.0
4,4,52.5
5,4,55.0
3,4,66.7
